Ticker,Time,Bid,Ask
GOOG,01.01.2014 00:00:01.449,699.99000,700.01000
GOOG,01.01.2014 00:00:02.914,699.98998,700.01002
GOOG,01.01.2014 00:00:04.291,699.98998,700.01002
GOOG,01.01.2014 00:00:05.848,699.98997,700.01003
GOOG,01.01.2014 00:00:07.201,699.98996,700.01004
GOOG,01.01.2014 00:00:08.555,699.98997,700.01003
GOOG,01.01.2014 00:00:09.979,699.99000,700.01000
GOOG,01.01.2014 00:00:11.207,699.99000,700.01000
GOOG,01.01.2014 00:00:12.506,699.99000,700.01000
GOOG,01.01.2014 00:00:13.815,699.99002,700.00998
GOOG,01.01.2014 00:00:15.361,699.99003,700.00997
GOOG,01.01.2014 00:00:16.768,699.99005,700.00995
GOOG,01.01.2014 00:00:18.114,699.99005,700.00995
GOOG,01.01.2014 00:00:19.399,699.99004,700.00996
GOOG,01.01.2014 00:00:20.738,699.99005,700.00995
GOOG,01.01.2014 00:00:22.078,699.99002,700.00998
GOOG,01.01.2014 00:00:23.477,699.99003,700.00997
GOOG,01.01.2014 00:00:24.959,699.99006,700.00994
GOOG,01.01.2014 00:00:26.380,699.99009,700.00991
GOOG,01.01.2014 00:00:27.647,699.99008,700.00992
GOOG,01.01.2014 00:00:29.121,699.99008,700.00992
GOOG,01.01.2014 00:00:30.510,699.99009,700.00991
GOOG,01.01.2014 00:00:31.762,699.99010,700.00990
GOOG,01.01.2014 00:00:33.116,699.99008,700.00992
GOOG,01.01.2014 00:00:34.550,699.99011,700.00989
GOOG,01.01.2014 00:00:35.982,699.99012,700.00988
GOOG,01.01.2014 00:00:37.315,699.99011,700.00989
GOOG,01.01.2014 00:00:38.818,699.99009,700.00991
GOOG,01.01.2014 00:00:40.134,699.99010,700.00990
GOOG,01.01.2014 00:00:41.567,699.99008,700.00992
GOOG,01.01.2014 00:00:42.919,699.99008,700.00992
GOOG,01.01.2014 00:00:44.208,699.99010,700.00990
GOOG,01.01.2014 00:00:45.690,699.99008,700.00992
GOOG,01.01.2014 00:00:47.083,699.99006,700.00994
GOOG,01.01.2014 00:00:48.519,699.99007,700.00993
GOOG,01.01.2014 00:00:49.955,699.99005,700.00995
GOOG,01.01.2014 00:00:51.351,699.99002,700.00998
GOOG,01.01.2014 00:00:52.489,699.99001,700.00999
GOOG,01.01.2014 00:00:53.898,699.99001,700.00999
GOOG,01.01.2014 00:00:55.307,699.99005,700.00995
GOOG,01.01.2014 00:00:56.685,699.99004,700.00996
GOOG,01.01.2014 00:00:58.233,699.99005,700.00995
GOOG,01.01.2014 00:00:59.552,699.99006,700.00994
GOOG,01.01.2014 00:01:01.044,699.99005,700.00995
GOOG,01.01.2014 00:01:02.391,699.99004,700.00996
GOOG,01.01.2014 00:01:03.800,699.99003,700.00997
GOOG,01.01.2014 00:01:05.130,699.99003,700.00997
GOOG,01.01.2014 00:01:06.491,699.99006,700.00994
GOOG,01.01.2014 00:01:07.921,699.99005,700.00995
GOOG,01.01.2014 00:01:09.321,699.99006,700.00994
GOOG,01.01.2014 00:01:10.580,699.99006,700.00994
GOOG,01.01.2014 00:01:11.945,699.99007,700.00993
GOOG,01.01.2014 00:01:13.329,699.99007,700.00993
GOOG,01.01.2014 00:01:14.918,699.99006,700.00994
GOOG,01.01.2014 00:01:16.344,699.99007,700.00993
GOOG,01.01.2014 00:01:17.552,699.99007,700.00993
GOOG,01.01.2014 00:01:18.958,699.99003,700.00997
GOOG,01.01.2014 00:01:20.338,699.99002,700.00998
GOOG,01.01.2014 00:01:21.735,699.99004,700.00996
GOOG,01.01.2014 00:01:23.249,699.99003,700.00997
GOOG,01.01.2014 00:01:24.728,699.99004,700.00996
GOOG,01.01.2014 00:01:26.269,699.99007,700.00993
GOOG,01.01.2014 00:01:27.727,699.99003,700.00997
GOOG,01.01.2014 00:01:29.028,699.99004,700.00996
GOOG,01.01.2014 00:01:30.438,699.99005,700.00995
GOOG,01.01.2014 00:01:31.683,699.99005,700.00995
GOOG,01.01.2014 00:01:32.977,699.99004,700.00996
GOOG,01.01.2014 00:01:34.285,699.99002,700.00998
GOOG,01.01.2014 00:01:35.607,699.99002,700.00998
GOOG,01.01.2014 00:01:37.088,699.99004,700.00996
GOOG,01.01.2014 00:01:38.511,699.99002,700.00998
GOOG,01.01.2014 00:01:39.750,699.99002,700.00998
GOOG,01.01.2014 00:01:41.176,699.99001,700.00999
GOOG,01.01.2014 00:01:42.452,699.99002,700.00998
GOOG,01.01.2014 00:01:43.905,699.99002,700.00998
GOOG,01.01.2014 00:01:45.330,699.99001,700.00999
GOOG,01.01.2014 00:01:46.662,699.99001,700.00999
GOOG,01.01.2014 00:01:48.091,699.99002,700.00998
GOOG,01.01.2014 00:01:49.677,699.99001,700.00999
GOOG,01.01.2014 00:01:50.958,699.99000,700.01000
GOOG,01.01.2014 00:01:52.261,699.98999,700.01001
GOOG,01.01.2014 00:01:53.777,699.99001,700.00999
GOOG,01.01.2014 00:01:55.273,699.99000,700.01000
GOOG,01.01.2014 00:01:56.755,699.98997,700.01003
GOOG,01.01.2014 00:01:58.131,699.98998,700.01002
GOOG,01.01.2014 00:01:59.442,699.98999,700.01001
GOOG,01.01.2014 00:02:00.834,699.98999,700.01001
GOOG,01.01.2014 00:02:02.262,699.98997,700.01003
GOOG,01.01.2014 00:02:03.663,699.98995,700.01005
GOOG,01.01.2014 00:02:05.037,699.98990,700.01010
GOOG,01.01.2014 00:02:06.499,699.98992,700.01008
GOOG,01.01.2014 00:02:07.792,699.98991,700.01009
GOOG,01.01.2014 00:02:09.170,699.98990,700.01010
GOOG,01.01.2014 00:02:10.617,699.98990,700.01010
GOOG,01.01.2014 00:02:11.932,699.98993,700.01007
GOOG,01.01.2014 00:02:13.288,699.98991,700.01009
GOOG,01.01.2014 00:02:14.709,699.98993,700.01007
GOOG,01.01.2014 00:02:16.126,699.98993,700.01007
GOOG,01.01.2014 00:02:17.438,699.98992,700.01008
GOOG,01.01.2014 00:02:18.844,699.98994,700.01006
GOOG,01.01.2014 00:02:20.280,699.98993,700.01007
GOOG,01.01.2014 00:02:21.788,699.98991,700.01009
GOOG,01.01.2014 00:02:23.050,699.98993,700.01007
GOOG,01.01.2014 00:02:24.502,699.98992,700.01008
GOOG,01.01.2014 00:02:25.953,699.98985,700.01015
GOOG,01.01.2014 00:02:27.410,699.98984,700.01016
GOOG,01.01.2014 00:02:28.906,699.98982,700.01018
GOOG,01.01.2014 00:02:30.274,699.98981,700.01019
GOOG,01.01.2014 00:02:31.597,699.98982,700.01018
GOOG,01.01.2014 00:02:32.948,699.98981,700.01019
GOOG,01.01.2014 00:02:34.580,699.98985,700.01015
GOOG,01.01.2014 00:02:36.048,699.98988,700.01012
GOOG,01.01.2014 00:02:37.401,699.98986,700.01014
GOOG,01.01.2014 00:02:38.808,699.98988,700.01012
GOOG,01.01.2014 00:02:40.136,699.98987,700.01013
GOOG,01.01.2014 00:02:41.463,699.98986,700.01014
GOOG,01.01.2014 00:02:42.868,699.98987,700.01013
GOOG,01.01.2014 00:02:44.482,699.98986,700.01014
GOOG,01.01.2014 00:02:45.680,699.98986,700.01014
GOOG,01.01.2014 00:02:47.013,699.98985,700.01015
GOOG,01.01.2014 00:02:48.334,699.98985,700.01015
GOOG,01.01.2014 00:02:49.785,699.98983,700.01017
GOOG,01.01.2014 00:02:51.065,699.98984,700.01016
GOOG,01.01.2014 00:02:52.417,699.98985,700.01015
GOOG,01.01.2014 00:02:53.994,699.98984,700.01016
GOOG,01.01.2014 00:02:55.268,699.98983,700.01017
GOOG,01.01.2014 00:02:56.880,699.98981,700.01019
GOOG,01.01.2014 00:02:58.128,699.98982,700.01018
GOOG,01.01.2014 00:02:59.654,699.98983,700.01017
GOOG,01.01.2014 00:03:01.099,699.98982,700.01018
GOOG,01.01.2014 00:03:02.406,699.98982,700.01018
GOOG,01.01.2014 00:03:03.482,699.98983,700.01017
GOOG,01.01.2014 00:03:04.857,699.98985,700.01015
GOOG,01.01.2014 00:03:06.420,699.98988,700.01012
GOOG,01.01.2014 00:03:07.776,699.98987,700.01013
GOOG,01.01.2014 00:03:09.320,699.98990,700.01010
GOOG,01.01.2014 00:03:10.836,699.98990,700.01010
GOOG,01.01.2014 00:03:12.138,699.98989,700.01011
GOOG,01.01.2014 00:03:13.558,699.98990,700.01010
GOOG,01.01.2014 00:03:14.965,699.98991,700.01009
GOOG,01.01.2014 00:03:16.377,699.98990,700.01010
GOOG,01.01.2014 00:03:17.935,699.98992,700.01008
GOOG,01.01.2014 00:03:19.548,699.98996,700.01004
GOOG,01.01.2014 00:03:20.933,699.98995,700.01005
GOOG,01.01.2014 00:03:22.361,699.98996,700.01004
GOOG,01.01.2014 00:03:23.741,699.98996,700.01004
GOOG,01.01.2014 00:03:25.082,699.98995,700.01005
GOOG,01.01.2014 00:03:26.517,699.98996,700.01004
GOOG,01.01.2014 00:03:28.007,699.98996,700.01004
GOOG,01.01.2014 00:03:29.489,699.98995,700.01005
GOOG,01.01.2014 00:03:30.806,699.98996,700.01004
GOOG,01.01.2014 00:03:32.280,699.98994,700.01006
GOOG,01.01.2014 00:03:33.678,699.98994,700.01006
GOOG,01.01.2014 00:03:35.206,699.98995,700.01005
GOOG,01.01.2014 00:03:36.661,699.98996,700.01004
GOOG,01.01.2014 00:03:38.039,699.98994,700.01006
GOOG,01.01.2014 00:03:39.522,699.98993,700.01007
GOOG,01.01.2014 00:03:41.052,699.98992,700.01008
GOOG,01.01.2014 00:03:42.520,699.98993,700.01007
GOOG,01.01.2014 00:03:43.953,699.98993,700.01007
GOOG,01.01.2014 00:03:45.362,699.98992,700.01008
GOOG,01.01.2014 00:03:46.681,699.98989,700.01011
GOOG,01.01.2014 00:03:47.980,699.98991,700.01009
GOOG,01.01.2014 00:03:49.496,699.98990,700.01010
GOOG,01.01.2014 00:03:50.958,699.98988,700.01012
GOOG,01.01.2014 00:03:52.357,699.98990,700.01010
GOOG,01.01.2014 00:03:53.765,699.98991,700.01009
GOOG,01.01.2014 00:03:55.262,699.98991,700.01009
GOOG,01.01.2014 00:03:56.580,699.98992,700.01008
GOOG,01.01.2014 00:03:58.021,699.98993,700.01007
GOOG,01.01.2014 00:03:59.339,699.98992,700.01008
GOOG,01.01.2014 00:04:00.763,699.98993,700.01007
GOOG,01.01.2014 00:04:02.116,699.98993,700.01007
GOOG,01.01.2014 00:04:03.371,699.98995,700.01005
GOOG,01.01.2014 00:04:04.699,699.98995,700.01005
GOOG,01.01.2014 00:04:06.130,699.98993,700.01007
GOOG,01.01.2014 00:04:07.616,699.98993,700.01007
GOOG,01.01.2014 00:04:09.014,699.98995,700.01005
GOOG,01.01.2014 00:04:10.412,699.98995,700.01005
GOOG,01.01.2014 00:04:11.845,699.98996,700.01004
GOOG,01.01.2014 00:04:13.297,699.98994,700.01006
GOOG,01.01.2014 00:04:14.686,699.98993,700.01007
GOOG,01.01.2014 00:04:16.155,699.98994,700.01006
GOOG,01.01.2014 00:04:17.577,699.98994,700.01006
GOOG,01.01.2014 00:04:18.987,699.98995,700.01005
GOOG,01.01.2014 00:04:20.389,699.98994,700.01006
GOOG,01.01.2014 00:04:21.935,699.98993,700.01007
GOOG,01.01.2014 00:04:23.550,699.98994,700.01006
GOOG,01.01.2014 00:04:25.037,699.98994,700.01006
GOOG,01.01.2014 00:04:26.656,699.98995,700.01005
GOOG,01.01.2014 00:04:27.972,699.98996,700.01004
GOOG,01.01.2014 00:04:29.160,699.98997,700.01003
GOOG,01.01.2014 00:04:30.484,699.98997,700.01003
GOOG,01.01.2014 00:04:31.918,699.98994,700.01006
GOOG,01.01.2014 00:04:33.413,699.98995,700.01005
GOOG,01.01.2014 00:04:34.723,699.98994,700.01006
GOOG,01.01.2014 00:04:35.991,699.98991,700.01009
GOOG,01.01.2014 00:04:37.509,699.98992,700.01008
GOOG,01.01.2014 00:04:38.738,699.98990,700.01010
GOOG,01.01.2014 00:04:40.126,699.98988,700.01012
GOOG,01.01.2014 00:04:41.367,699.98989,700.01011
GOOG,01.01.2014 00:04:42.767,699.98989,700.01011
GOOG,01.01.2014 00:04:44.122,699.98988,700.01012
GOOG,01.01.2014 00:04:45.416,699.98988,700.01012
GOOG,01.01.2014 00:04:46.828,699.98987,700.01013
GOOG,01.01.2014 00:04:48.299,699.98989,700.01011
GOOG,01.01.2014 00:04:49.545,699.98987,700.01013
GOOG,01.01.2014 00:04:50.979,699.98989,700.01011
GOOG,01.01.2014 00:04:52.534,699.98988,700.01012
GOOG,01.01.2014 00:04:54.052,699.98988,700.01012
GOOG,01.01.2014 00:04:55.658,699.98985,700.01015
GOOG,01.01.2014 00:04:57.033,699.98983,700.01017
GOOG,01.01.2014 00:04:58.497,699.98981,700.01019
GOOG,01.01.2014 00:04:59.801,699.98980,700.01020
GOOG,01.01.2014 00:05:01.307,699.98983,700.01017
